"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=195"	"nodeid=394"	"nodeid=591"	"nodeid=789"	"nodeid=994"
"0"	"-138"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"
"1"	"-137"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"
"2"	"-136"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"
"3"	"-135"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"
"4"	"-134"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"	"-1.0"
"5"	"-133"	"1.0035941566212758"	"1.0152917433322441"	"0.9937295903064549"	"1.0111029795134072"	"1.0595798965423964"	"1.0341587385789577"
"6"	"-132"	"0.9824353671217376"	"0.9953259959370062"	"1.0366422386199303"	"1.0108972462626216"	"0.9949899460452393"	"0.9785436013947327"
"7"	"-131"	"0.9880690721694394"	"0.9676912414574883"	"1.0152322292568958"	"0.9658346271483987"	"1.064422055461358"	"0.993009518838978"
"8"	"-130"	"1.1445072686559625"	"1.093273608955507"	"1.0430893630804026"	"1.0931422071178107"	"1.075524829970502"	"1.095744936412382"
"9"	"-129"	"1.048713079199959"	"1.0802160364018067"	"1.0042931979583303"	"1.0519700952437052"	"1.057512260980681"	"1.0589812486840497"
"10"	"-128"	"0.9110268957706071"	"0.9732669686567064"	"0.8781188855557073"	"0.9775628011060205"	"0.9478320304369482"	"0.9728500521661719"
"11"	"-127"	"1.0593580611008107"	"1.0444510158777893"	"1.062788776628733"	"1.0218311497858223"	"1.0473576599024332"	"1.0255479582254698"
"12"	"-126"	"0.9324474058530543"	"0.9891830522383939"	"1.0237820116896974"	"1.0023087241561344"	"0.9843299160044379"	"1.000869449207013"
"13"	"-125"	"0.9665325897534585"	"0.9633023024814676"	"1.007248993577134"	"0.9607619343043193"	"1.016839597384673"	"0.9742403253609109"
"14"	"-124"	"1.0446637840273183"	"0.9451680506579888"	"1.0271197358771007"	"0.974180805447511"	"1.0124658473457666"	"0.9868173981914776"
"15"	"-123"	"1.0281312398591265"	"0.9818318342975805"	"0.9083092701888262"	"1.008333737714228"	"0.9991843611997473"	"1.026462621828751"
"16"	"-122"	"0.8216435349889774"	"0.9164017148840049"	"0.9097379536267335"	"0.9046585538020219"	"0.8417162122964249"	"0.9063048866744621"
"17"	"-121"	"1.1370490156645363"	"1.110865526518213"	"1.1442590414227556"	"1.087492203210113"	"1.0832808872154647"	"1.0899188000324742"
"18"	"-120"	"0.9511526108831868"	"0.9543919393400541"	"0.975522086398279"	"0.991122966655004"	"1.0182528341093466"	"0.953150716104931"
"19"	"-119"	"0.9429583674041437"	"0.9650814012538275"	"0.9658965459885964"	"0.9494370954939735"	"0.9056067909596105"	"0.9051767500513378"
